transaction_id,account_id,transaction_date,transaction_type,amount,description
8717,1958,2023-12-24,Withdrawal,68345.02,POS
8718,857,2024-09-01,Withdrawal,83153.76,IMPS
8719,928,2025-04-14,Withdrawal,22617.35,IMPS
8720,1380,2023-08-16,Deposit,57813.27,Online Transfer
8721,1642,2023-05-27,Deposit,25025.98,POS
8722,1209,2025-05-03,Withdrawal,41522.82,IMPS
8723,925,2024-12-09,Withdrawal,68766.05,Online Transfer
8724,1369,2024-01-12,Withdrawal,85209.73,POS
8725,267,2023-09-02,Withdrawal,16057.95,Cash Deposit
8726,160,2025-03-19,Deposit,21143.22,NEFT
8727,1222,2025-02-07,Deposit,42747.07,IMPS
8728,600,2023-10-06,Withdrawal,96868.03,NEFT
8729,1003,2025-05-14,Deposit,9666.97,Online Transfer
8730,462,2024-10-18,Withdrawal,8633.46,POS
8731,1244,2023-06-01,Withdrawal,45994.99,Cash Deposit
8732,1261,2025-03-14,Withdrawal,72944.23,IMPS
8733,496,2023-08-06,Deposit,45698.2,POS
8734,32,2024-12-06,Deposit,84276.58,IMPS
8735,1858,2023-09-10,Withdrawal,82455.14,Cash Deposit
8736,1646,2024-08-09,Withdrawal,87046.87,Online Transfer
8737,1046,2024-02-05,Deposit,50074.7,POS
8738,1621,2025-04-01,Deposit,37781.06,NEFT
8739,488,2024-10-15,Deposit,79758.03,Cash Deposit
8740,996,2023-10-04,Withdrawal,49097.74,UPI
8741,1201,2023-03-01,Withdrawal,50190.14,UPI
8742,1924,2023-12-08,Withdrawal,34431.87,Online Transfer
8743,178,2023-12-31,Withdrawal,436.78,IMPS
8744,711,2023-10-29,Withdrawal,40293.47,Online Transfer
8745,1649,2025-03-22,Deposit,41487.91,ATM
8746,1265,2025-04-14,Deposit,87179.47,Cash Deposit
8747,522,2025-03-15,Deposit,4304.87,Online Transfer
8748,1179,2024-07-17,Withdrawal,49730.9,ATM
8749,54,2024-03-25,Deposit,28851.36,Online Transfer
8750,975,2025-06-12,Withdrawal,95197.47,UPI
8751,198,2023-04-25,Deposit,53602.01,IMPS
8752,1990,2024-10-18,Deposit,36200.6,UPI
8753,715,2023-10-18,Deposit,94715.61,IMPS
8754,350,2024-07-10,Withdrawal,93921.3,Cash Deposit
8755,1761,2023-08-05,Withdrawal,35896.45,POS
8756,1727,2023-08-06,Deposit,95852.81,IMPS
8757,1352,2023-10-05,Withdrawal,32382.82,Cash Deposit
8758,1536,2024-11-01,Withdrawal,53633.5,NEFT
8759,1205,2024-10-16,Deposit,22700.22,ATM
8760,58,2024-03-29,Withdrawal,59383.45,NEFT
8761,1344,2024-09-24,Withdrawal,54694.1,UPI
8762,39,2023-10-06,Deposit,25974.16,UPI
8763,1974,2024-07-24,Deposit,11032.62,IMPS
8764,351,2025-01-05,Withdrawal,49689.11,NEFT
8765,1355,2023-11-24,Withdrawal,72590.99,IMPS
8766,654,2025-03-30,Withdrawal,52972.2,Online Transfer
8767,1567,2024-02-10,Withdrawal,24165.34,UPI
8768,32,2024-06-07,Deposit,9506.45,Online Transfer
8769,1189,2023-05-13,Withdrawal,37659.88,NEFT
8770,1688,2023-05-31,Deposit,58406.27,ATM
8771,1398,2023-07-10,Withdrawal,62807.26,Online Transfer
8772,1523,2024-07-31,Withdrawal,68608.08,NEFT
8773,1160,2023-05-02,Deposit,38924.83,POS
8774,812,2023-06-25,Withdrawal,11509.8,NEFT
8775,1724,2024-11-30,Withdrawal,47914.38,UPI
8776,1709,2024-07-30,Deposit,98797.54,Cash Deposit
8777,613,2024-04-26,Deposit,34177.46,UPI
8778,1183,2025-05-07,Withdrawal,76206.32,POS
8779,1113,2023-06-22,Deposit,58530.02,Online Transfer
8780,1648,2024-01-18,Withdrawal,55057.68,UPI
8781,931,2024-06-13,Withdrawal,99150.78,POS
8782,940,2024-05-18,Deposit,12022.29,Cash Deposit
8783,297,2025-01-04,Withdrawal,83201.69,Online Transfer
8784,1717,2024-07-18,Deposit,49936.15,Cash Deposit
8785,1284,2024-12-23,Withdrawal,68419.47,Cash Deposit
8786,1230,2024-02-02,Withdrawal,43688.78,Cash Deposit
8787,1729,2024-02-11,Withdrawal,58956.44,POS
8788,1595,2023-10-22,Withdrawal,86581.88,NEFT
8789,575,2024-10-24,Deposit,3642.71,POS
8790,1893,2025-02-09,Withdrawal,79520.3,ATM
8791,329,2023-05-21,Withdrawal,33596.55,ATM
8792,216,2023-07-20,Deposit,84151.52,Cash Deposit
8793,1236,2023-01-27,Withdrawal,67212.53,UPI
8794,1385,2023-05-23,Withdrawal,44842.82,NEFT
8795,235,2023-05-18,Withdrawal,10581.61,POS
8796,1837,2023-09-02,Withdrawal,74955.94,ATM
8797,403,2025-04-16,Withdrawal,10885.82,Online Transfer
8798,675,2023-06-12,Withdrawal,2721.81,NEFT
8799,1423,2023-10-15,Withdrawal,95692.74,IMPS
8800,152,2024-05-12,Withdrawal,22903.03,NEFT
8801,1490,2023-04-17,Deposit,8264.47,Cash Deposit
8802,65,2024-05-24,Withdrawal,92217.42,NEFT
8803,1735,2023-07-06,Deposit,84919.38,UPI
8804,161,2023-10-27,Deposit,52582.19,Cash Deposit
8805,1043,2023-02-07,Withdrawal,11851.77,ATM
8806,708,2025-05-25,Deposit,48674.59,POS
8807,729,2025-04-02,Deposit,84047.41,UPI
8808,275,2024-08-22,Deposit,16232.58,UPI
8809,1189,2024-05-20,Deposit,86509.08,Online Transfer
8810,1531,2023-05-05,Withdrawal,22420.32,POS
8811,995,2024-08-17,Deposit,51219.7,ATM
8812,926,2023-08-27,Deposit,87736.02,Cash Deposit
8813,1849,2024-06-07,Withdrawal,14296.57,Cash Deposit
8814,126,2025-06-04,Withdrawal,82304.96,POS
8815,708,2023-04-26,Withdrawal,65041.69,IMPS
8816,1057,2023-08-25,Withdrawal,80023.93,POS
8817,407,2025-01-15,Withdrawal,11551.6,POS
8818,171,2023-05-27,Withdrawal,81229.86,ATM
8819,197,2023-01-03,Deposit,74460.91,ATM
8820,245,2025-04-10,Withdrawal,29017.06,ATM
8821,1914,2023-04-07,Withdrawal,14240.35,POS
8822,1257,2023-05-07,Deposit,20636.77,IMPS
8823,1648,2023-05-19,Deposit,22757.4,IMPS
8824,380,2024-07-20,Withdrawal,7887.2,IMPS
8825,438,2024-03-28,Deposit,79928.28,Cash Deposit
8826,161,2024-12-01,Withdrawal,45488.86,NEFT
8827,12,2023-12-13,Deposit,82232.44,Cash Deposit
8828,1296,2024-05-11,Withdrawal,51520.4,POS
8829,9,2024-03-21,Withdrawal,95013.41,Online Transfer
8830,448,2024-03-29,Deposit,21686.54,IMPS
8831,621,2025-04-02,Withdrawal,72832.89,Online Transfer
8832,470,2023-12-23,Withdrawal,74011.32,NEFT
8833,1552,2023-12-07,Deposit,74436.83,UPI
8834,110,2025-03-09,Withdrawal,93390.57,UPI
8835,1359,2023-04-17,Deposit,89335.61,ATM
8836,979,2023-06-18,Withdrawal,56900.89,ATM
8837,1107,2023-09-15,Deposit,23631.8,POS
8838,184,2024-06-13,Deposit,92176.76,Online Transfer
8839,1020,2024-11-19,Withdrawal,83966.24,Cash Deposit
8840,1074,2024-05-03,Withdrawal,6357.5,Cash Deposit
8841,1432,2023-09-09,Withdrawal,34394.15,POS
8842,1850,2024-10-18,Withdrawal,30168.31,POS
8843,1963,2024-10-03,Deposit,35281.56,UPI
8844,1110,2023-04-07,Withdrawal,19268.23,Cash Deposit
8845,180,2025-01-08,Deposit,90900.99,NEFT
8846,150,2024-08-17,Deposit,5420.73,POS
8847,1103,2025-04-09,Deposit,13351.82,IMPS
8848,366,2024-07-05,Deposit,91179.61,UPI
8849,23,2023-12-26,Withdrawal,26202.76,UPI
8850,703,2023-10-01,Withdrawal,80832.51,Online Transfer
8851,436,2024-11-10,Deposit,53322.39,ATM
8852,1623,2023-02-27,Deposit,45184.47,IMPS
8853,42,2023-02-05,Deposit,61454.07,NEFT
8854,323,2025-05-11,Withdrawal,76131.4,NEFT
8855,815,2023-05-14,Deposit,21057.34,NEFT
8856,941,2024-07-28,Withdrawal,36329.16,Online Transfer
8857,686,2023-01-16,Withdrawal,9425.91,IMPS
8858,1378,2023-04-27,Withdrawal,25312.8,NEFT
8859,703,2023-01-11,Deposit,91697.75,IMPS
8860,178,2025-04-21,Deposit,8218.31,IMPS
8861,1889,2024-08-22,Deposit,91330.11,IMPS
8862,186,2024-06-19,Withdrawal,49516.88,Online Transfer
8863,1322,2025-01-14,Withdrawal,22708.1,Online Transfer
8864,1036,2024-10-20,Deposit,17710.46,POS
8865,1362,2023-06-09,Deposit,48859.44,POS
8866,1578,2024-09-21,Withdrawal,53583.28,NEFT
8867,740,2024-01-08,Deposit,9471.12,UPI
8868,635,2023-02-12,Withdrawal,7910.8,IMPS
8869,273,2025-05-13,Deposit,50781.69,POS
8870,1165,2024-10-21,Deposit,34554.56,Cash Deposit
8871,1229,2024-11-30,Deposit,3861.13,NEFT
8872,321,2024-04-13,Withdrawal,578.76,IMPS
8873,1752,2024-09-07,Deposit,25161.15,Cash Deposit
8874,548,2023-02-22,Deposit,45985.69,ATM
8875,370,2024-04-29,Deposit,23638.04,ATM
8876,668,2025-04-17,Deposit,568.48,POS
8877,639,2023-08-02,Withdrawal,20106.32,UPI
8878,1697,2024-02-11,Withdrawal,47104.13,ATM
8879,159,2023-03-15,Deposit,58996.36,POS
8880,1411,2023-05-04,Withdrawal,96097.67,Cash Deposit
8881,1081,2024-06-27,Withdrawal,91470.17,Cash Deposit
8882,1593,2023-05-13,Deposit,19568.71,UPI
8883,419,2024-12-25,Withdrawal,11834.47,IMPS
8884,1922,2024-02-22,Deposit,32490.36,POS
8885,1082,2025-01-13,Withdrawal,14858.86,POS
8886,1859,2025-01-29,Withdrawal,92945.74,Online Transfer
8887,660,2023-10-21,Deposit,60059.8,ATM
8888,9,2025-04-02,Deposit,2188.83,UPI
8889,1147,2023-01-26,Deposit,26960.42,IMPS
8890,340,2024-09-22,Deposit,33065.19,Cash Deposit
8891,1234,2024-08-01,Withdrawal,62187.8,POS
8892,237,2024-09-01,Withdrawal,5442.0,POS
8893,1383,2023-02-09,Deposit,9633.78,IMPS
8894,912,2024-01-21,Withdrawal,41573.68,ATM
8895,1966,2024-08-15,Withdrawal,15928.6,UPI
8896,279,2024-07-25,Deposit,42715.64,Online Transfer
8897,347,2025-03-25,Deposit,70862.26,Cash Deposit
8898,1260,2023-07-20,Withdrawal,16609.69,Cash Deposit
8899,1618,2024-10-10,Withdrawal,89035.23,UPI
8900,1725,2025-05-18,Deposit,5566.81,UPI
8901,455,2024-08-09,Deposit,17872.87,UPI
8902,902,2024-09-17,Withdrawal,11008.88,UPI
8903,1513,2023-11-03,Withdrawal,59605.36,UPI
8904,886,2025-04-24,Withdrawal,83770.03,Cash Deposit
8905,213,2023-03-24,Withdrawal,47753.24,NEFT
8906,521,2024-11-13,Deposit,10825.45,NEFT
8907,1711,2025-03-21,Withdrawal,8882.54,IMPS
8908,491,2025-04-27,Deposit,53742.88,IMPS
8909,1139,2024-03-26,Deposit,80224.6,UPI
8910,1280,2025-03-05,Withdrawal,6497.91,NEFT
8911,1994,2023-02-24,Deposit,82204.43,UPI
8912,263,2024-01-24,Withdrawal,27007.21,Online Transfer
8913,1765,2023-07-13,Deposit,88618.34,ATM
8914,1552,2023-12-18,Deposit,41474.37,IMPS
8915,1205,2023-12-24,Deposit,72718.26,Online Transfer
8916,597,2023-11-10,Withdrawal,82691.64,Cash Deposit
8917,315,2023-10-13,Withdrawal,10902.29,POS
8918,1131,2025-05-04,Withdrawal,26329.85,IMPS
8919,716,2023-09-16,Deposit,47228.59,Online Transfer
8920,1892,2023-05-21,Withdrawal,97138.69,ATM
8921,1665,2024-01-04,Deposit,73483.61,IMPS
8922,1750,2023-08-22,Withdrawal,40242.88,POS
8923,1685,2024-05-02,Deposit,83605.17,NEFT
8924,1505,2023-07-12,Deposit,22542.59,IMPS
8925,412,2024-02-24,Withdrawal,60442.83,IMPS
8926,815,2025-01-10,Withdrawal,94550.97,Cash Deposit
8927,1211,2025-03-06,Withdrawal,54762.57,IMPS
8928,713,2025-01-19,Withdrawal,383.95,Cash Deposit
8929,104,2025-05-24,Withdrawal,46270.61,Online Transfer
8930,947,2023-10-13,Withdrawal,58589.48,ATM
8931,1109,2024-01-20,Deposit,45814.9,NEFT
8932,1223,2023-06-27,Deposit,63972.93,Online Transfer
8933,961,2024-09-09,Deposit,35839.1,IMPS
8934,669,2023-07-28,Withdrawal,15893.76,Cash Deposit
8935,1443,2024-03-07,Deposit,15437.69,UPI
8936,1035,2024-01-01,Deposit,75302.49,Cash Deposit
8937,1688,2023-05-11,Withdrawal,61626.32,NEFT
8938,1602,2024-07-27,Withdrawal,86212.13,IMPS
8939,1188,2024-01-26,Deposit,85112.8,POS
8940,1559,2024-03-13,Withdrawal,90161.34,POS
8941,596,2025-04-10,Withdrawal,72671.65,POS
8942,1514,2024-10-29,Deposit,59405.58,NEFT
8943,1382,2025-05-03,Withdrawal,45949.44,UPI
8944,1086,2024-03-14,Deposit,19190.18,IMPS
8945,1413,2024-01-06,Withdrawal,12555.38,Cash Deposit
8946,950,2023-10-09,Withdrawal,71330.63,Online Transfer
8947,1517,2023-04-26,Withdrawal,89015.55,NEFT
8948,1375,2025-04-06,Deposit,67729.18,Online Transfer
8949,1375,2023-10-12,Withdrawal,30609.79,Cash Deposit
8950,1822,2023-11-13,Withdrawal,46464.47,Cash Deposit
8951,562,2023-04-30,Deposit,27142.53,UPI
8952,63,2023-04-16,Deposit,12295.96,IMPS
8953,731,2023-06-01,Deposit,69331.63,POS
8954,1917,2024-08-31,Deposit,37601.88,IMPS
8955,1366,2024-04-09,Deposit,42899.63,Cash Deposit
8956,215,2023-02-18,Withdrawal,5632.25,POS
8957,1514,2023-08-22,Withdrawal,29167.85,UPI
8958,1086,2024-02-25,Deposit,26246.99,POS
8959,111,2024-01-08,Withdrawal,44863.96,UPI
8960,1663,2023-04-11,Withdrawal,2499.05,NEFT
8961,1143,2025-01-04,Withdrawal,12291.16,IMPS
8962,1165,2023-10-27,Deposit,56927.14,Online Transfer
8963,455,2024-07-22,Withdrawal,37165.84,IMPS
8964,477,2023-02-05,Deposit,68596.26,Online Transfer
8965,1010,2024-07-08,Withdrawal,71402.52,Online Transfer
8966,641,2023-08-19,Withdrawal,39146.84,ATM
8967,891,2025-06-04,Withdrawal,41365.99,Cash Deposit
8968,390,2023-06-24,Withdrawal,67585.45,NEFT
8969,398,2023-05-06,Deposit,19700.1,NEFT
8970,1909,2023-06-29,Withdrawal,58202.76,ATM
8971,895,2023-06-06,Withdrawal,97659.86,POS
8972,1396,2024-06-09,Deposit,90030.26,UPI
8973,839,2025-01-17,Deposit,30570.88,POS
8974,1482,2023-03-03,Withdrawal,63517.17,IMPS
8975,83,2024-04-01,Withdrawal,54332.93,Online Transfer
8976,730,2023-03-15,Deposit,86789.48,Cash Deposit
8977,1756,2025-04-18,Deposit,86292.57,POS
8978,36,2023-11-01,Deposit,96880.49,UPI
8979,1592,2024-01-09,Deposit,48561.96,Online Transfer
8980,1131,2025-02-09,Withdrawal,15781.75,NEFT
8981,237,2023-05-14,Deposit,2216.91,Cash Deposit
8982,54,2024-04-28,Deposit,86207.8,Cash Deposit
8983,312,2024-10-02,Withdrawal,70873.98,Online Transfer
8984,1930,2024-04-29,Deposit,14403.21,Online Transfer
8985,1605,2025-05-21,Withdrawal,77545.08,NEFT
8986,1892,2023-07-05,Withdrawal,43803.25,Online Transfer
8987,683,2023-01-31,Withdrawal,98548.55,ATM
8988,967,2024-04-17,Withdrawal,44428.05,UPI
8989,920,2025-05-24,Withdrawal,51086.71,IMPS
8990,975,2024-10-06,Deposit,69504.06,IMPS
8991,685,2025-05-01,Deposit,28488.36,Online Transfer
8992,1887,2024-02-06,Deposit,14766.13,NEFT
8993,1325,2023-06-30,Deposit,12519.7,UPI
8994,387,2023-08-31,Deposit,40049.37,ATM
8995,799,2023-03-15,Withdrawal,90757.96,POS
8996,1556,2023-01-01,Deposit,51100.19,IMPS
8997,881,2023-08-18,Deposit,61602.73,Cash Deposit
8998,1908,2024-05-16,Withdrawal,90160.61,Online Transfer
8999,1604,2024-11-01,Deposit,62627.77,NEFT
9000,657,2024-08-17,Withdrawal,43148.15,NEFT
9001,818,2023-10-01,Withdrawal,60484.29,Online Transfer
9002,1307,2024-11-12,Withdrawal,56090.58,IMPS
9003,1730,2024-01-31,Deposit,7130.36,POS
9004,152,2024-04-25,Deposit,74049.25,UPI
9005,1190,2023-04-24,Withdrawal,36284.04,Cash Deposit
9006,986,2025-03-15,Withdrawal,78633.78,NEFT
9007,1160,2024-07-14,Deposit,46663.62,Cash Deposit
9008,745,2023-10-14,Withdrawal,72556.01,IMPS
9009,1177,2023-03-05,Withdrawal,65990.46,IMPS
9010,771,2024-05-31,Deposit,29162.28,UPI
9011,1682,2023-01-03,Withdrawal,2853.38,NEFT
9012,209,2024-09-01,Deposit,25629.97,IMPS
9013,1820,2024-03-20,Deposit,21136.7,ATM
9014,417,2024-04-20,Deposit,69384.56,IMPS
9015,851,2023-04-04,Deposit,80383.87,Cash Deposit
9016,1412,2024-12-05,Deposit,66828.09,Cash Deposit
9017,1108,2023-01-14,Deposit,50137.06,IMPS
9018,1440,2023-07-07,Deposit,18790.24,NEFT
9019,1833,2023-11-01,Deposit,37121.12,NEFT
9020,670,2023-02-13,Withdrawal,71001.75,Online Transfer
9021,1856,2024-03-25,Deposit,66399.29,Online Transfer
9022,1684,2023-07-16,Withdrawal,68558.16,Cash Deposit
9023,1649,2024-12-05,Deposit,79798.17,IMPS
9024,1220,2023-03-16,Deposit,61737.53,NEFT
9025,533,2025-01-29,Deposit,55158.45,IMPS
9026,356,2023-08-18,Withdrawal,29315.77,UPI
9027,341,2023-11-29,Withdrawal,27288.19,POS
9028,1638,2024-05-11,Deposit,78871.0,ATM
9029,45,2024-06-10,Deposit,64884.3,ATM
9030,197,2023-12-15,Deposit,47908.3,ATM
9031,312,2023-04-30,Deposit,5183.67,Online Transfer
9032,1018,2023-08-18,Withdrawal,82274.97,IMPS
9033,1161,2024-01-30,Deposit,88977.08,UPI
9034,937,2025-03-11,Withdrawal,59119.43,NEFT
9035,665,2023-08-16,Withdrawal,42530.96,ATM
9036,1944,2024-08-14,Deposit,51244.34,NEFT
9037,1929,2023-10-14,Withdrawal,63061.99,ATM
9038,1994,2023-04-16,Withdrawal,33794.68,IMPS
9039,1653,2024-09-19,Deposit,54884.37,POS
9040,833,2023-05-08,Deposit,72379.03,Online Transfer
9041,364,2023-12-22,Deposit,95473.39,Cash Deposit
9042,473,2024-01-12,Withdrawal,96926.0,UPI
9043,1981,2023-04-06,Deposit,83976.83,Cash Deposit
9044,1639,2024-08-14,Withdrawal,72739.52,IMPS
9045,737,2023-06-28,Withdrawal,21566.56,Online Transfer
9046,1455,2024-02-04,Deposit,73373.58,Cash Deposit
9047,333,2023-11-17,Deposit,23595.36,UPI
9048,1087,2025-04-28,Deposit,44092.2,Cash Deposit
9049,1920,2023-10-26,Withdrawal,23478.47,IMPS
9050,908,2023-12-07,Deposit,26200.26,POS
9051,420,2024-02-07,Withdrawal,34422.38,POS
9052,728,2024-08-13,Withdrawal,33225.31,IMPS
9053,1880,2023-02-02,Deposit,44192.99,IMPS
9054,728,2024-08-26,Deposit,89009.26,NEFT
9055,1621,2023-07-11,Withdrawal,37892.08,POS
9056,133,2023-03-29,Deposit,40925.32,ATM
9057,289,2023-05-15,Withdrawal,43938.87,UPI
9058,821,2024-10-20,Withdrawal,55920.04,Cash Deposit
9059,1824,2024-12-08,Withdrawal,78225.34,Cash Deposit
9060,1163,2025-06-05,Deposit,59127.2,IMPS
9061,20,2023-08-10,Withdrawal,48733.56,UPI
9062,435,2024-08-27,Deposit,37476.84,IMPS
9063,726,2024-02-23,Withdrawal,34073.67,POS
9064,1876,2023-05-07,Withdrawal,72138.75,ATM
9065,593,2024-05-09,Deposit,37358.37,Online Transfer
9066,1890,2023-03-24,Withdrawal,50699.93,Online Transfer
9067,743,2024-08-14,Deposit,27296.94,UPI
9068,707,2023-02-14,Withdrawal,19654.9,IMPS
9069,1651,2024-10-09,Withdrawal,43855.8,UPI
9070,661,2024-08-17,Deposit,10778.81,POS
9071,771,2024-07-22,Withdrawal,49432.43,NEFT
9072,937,2023-05-02,Deposit,74668.52,IMPS
9073,1172,2023-08-29,Withdrawal,50023.72,IMPS
9074,213,2023-03-30,Withdrawal,41564.14,ATM
9075,1261,2023-09-18,Deposit,4343.36,Cash Deposit
9076,393,2023-02-07,Deposit,69494.05,ATM
9077,81,2025-04-30,Withdrawal,40974.18,Online Transfer
9078,265,2023-04-03,Withdrawal,38150.87,Cash Deposit
9079,1260,2024-06-24,Deposit,51536.81,IMPS
9080,210,2024-08-14,Withdrawal,36650.11,UPI
9081,1657,2024-09-04,Deposit,72553.35,UPI
9082,341,2023-10-30,Deposit,52792.11,UPI
9083,188,2024-02-21,Withdrawal,38574.18,NEFT
9084,722,2024-06-19,Withdrawal,6406.11,POS
9085,1593,2023-07-25,Deposit,89724.44,NEFT
9086,1009,2025-06-09,Withdrawal,92597.14,ATM
9087,813,2024-05-13,Deposit,65924.86,UPI
9088,934,2024-11-27,Withdrawal,18478.8,POS
9089,1126,2024-11-22,Deposit,98655.98,Cash Deposit
9090,260,2024-10-14,Deposit,22745.57,IMPS
9091,1988,2023-12-15,Deposit,92116.35,IMPS
9092,1709,2024-12-30,Withdrawal,70347.17,ATM
9093,1707,2024-02-06,Withdrawal,54312.7,ATM
9094,979,2023-01-21,Withdrawal,34312.38,UPI
9095,576,2025-05-21,Deposit,9106.54,UPI
9096,1439,2023-07-21,Withdrawal,87735.93,Cash Deposit
9097,1836,2025-02-20,Withdrawal,40906.82,POS
9098,1144,2024-09-19,Deposit,49331.03,Cash Deposit
9099,1456,2025-05-29,Withdrawal,42301.73,Cash Deposit
9100,1262,2025-01-26,Deposit,17948.08,Cash Deposit
9101,1544,2024-09-13,Withdrawal,53146.87,UPI
9102,818,2023-05-29,Withdrawal,96142.64,POS
9103,820,2023-04-12,Withdrawal,36221.78,NEFT
9104,296,2024-06-09,Withdrawal,94168.52,Cash Deposit
9105,648,2023-05-28,Withdrawal,70488.82,NEFT
9106,1672,2023-11-22,Deposit,70777.07,IMPS
9107,1499,2023-04-16,Deposit,10983.72,NEFT
9108,743,2025-05-17,Deposit,5197.95,NEFT
9109,2,2023-02-12,Withdrawal,85549.42,ATM
9110,62,2024-10-27,Withdrawal,74541.35,Cash Deposit
9111,1295,2024-07-31,Withdrawal,88740.77,ATM
9112,576,2024-06-28,Deposit,11423.08,Online Transfer
9113,377,2024-05-16,Deposit,44970.19,IMPS
9114,787,2023-08-27,Withdrawal,12825.74,UPI
9115,1513,2023-08-26,Withdrawal,80193.21,Online Transfer
9116,1560,2023-04-21,Deposit,43686.04,POS
9117,1919,2023-10-19,Deposit,85207.86,Online Transfer
9118,1472,2024-05-26,Deposit,21371.87,Online Transfer
9119,980,2025-03-24,Withdrawal,94549.33,UPI
9120,1970,2023-08-06,Withdrawal,78659.67,POS
9121,118,2023-01-03,Deposit,17196.47,Online Transfer
9122,1123,2024-07-23,Withdrawal,85745.04,ATM
9123,1324,2023-08-03,Withdrawal,1310.86,NEFT
9124,936,2023-03-23,Deposit,32566.47,Cash Deposit
9125,1136,2025-04-27,Deposit,7533.25,Online Transfer
9126,1485,2025-03-17,Deposit,506.55,Cash Deposit
9127,479,2023-04-28,Deposit,54256.66,ATM
9128,1504,2025-02-04,Deposit,42790.44,ATM
9129,1586,2024-05-23,Deposit,91211.14,UPI
9130,961,2025-03-23,Deposit,67805.33,IMPS
9131,1487,2025-05-24,Withdrawal,37763.82,Cash Deposit
9132,29,2024-06-29,Deposit,80600.07,IMPS
9133,225,2025-03-06,Withdrawal,41093.08,ATM
9134,877,2025-02-17,Withdrawal,78103.73,POS
9135,793,2023-05-28,Withdrawal,39547.7,UPI
9136,130,2023-10-29,Withdrawal,83212.86,POS
9137,1535,2023-03-18,Deposit,97550.1,ATM
9138,1456,2023-03-21,Deposit,20844.9,UPI
9139,477,2025-03-09,Deposit,87228.4,POS
9140,657,2023-11-29,Deposit,94244.26,Online Transfer
9141,243,2025-03-12,Deposit,2485.88,ATM
9142,62,2025-05-16,Withdrawal,39914.94,ATM
9143,817,2023-08-18,Withdrawal,67209.36,Online Transfer
9144,580,2024-04-18,Deposit,45717.8,Cash Deposit
9145,1500,2024-08-28,Withdrawal,26632.12,UPI
9146,1944,2023-12-15,Deposit,10038.0,NEFT
9147,217,2023-09-22,Deposit,12415.37,ATM
9148,1137,2023-10-09,Withdrawal,47800.85,Cash Deposit
9149,1731,2024-10-23,Deposit,83725.72,ATM
9150,97,2025-05-20,Deposit,61796.9,NEFT
9151,1093,2023-08-17,Deposit,21856.86,Online Transfer
9152,1727,2023-06-01,Withdrawal,64671.52,Online Transfer
9153,991,2024-09-06,Deposit,70471.89,ATM
9154,962,2024-09-11,Withdrawal,20711.18,IMPS
9155,341,2023-10-09,Deposit,98139.05,Online Transfer
9156,323,2025-04-27,Withdrawal,54971.87,ATM
9157,715,2023-03-21,Deposit,40653.94,Cash Deposit
9158,301,2023-11-05,Withdrawal,83209.48,POS
9159,308,2024-12-02,Deposit,79587.22,IMPS
9160,583,2023-06-01,Deposit,67327.93,ATM
9161,1729,2023-07-16,Withdrawal,4753.04,Online Transfer
9162,1152,2025-06-01,Withdrawal,37422.8,IMPS
9163,1880,2023-06-25,Deposit,31820.64,NEFT
9164,1983,2024-05-10,Withdrawal,19747.01,NEFT
9165,458,2023-12-27,Deposit,16350.96,IMPS
9166,903,2023-11-17,Withdrawal,74541.77,ATM
9167,866,2023-12-11,Deposit,99407.25,NEFT
9168,105,2025-02-21,Withdrawal,86903.81,Online Transfer
9169,865,2025-01-09,Withdrawal,57424.11,ATM
9170,938,2023-08-29,Deposit,7342.17,NEFT
9171,264,2023-12-27,Withdrawal,31913.34,Online Transfer
9172,968,2024-02-28,Withdrawal,73207.11,UPI
9173,44,2025-03-12,Withdrawal,86281.29,IMPS
9174,1550,2025-03-27,Withdrawal,22682.06,Cash Deposit
9175,591,2023-03-22,Withdrawal,40601.52,NEFT
9176,504,2024-04-29,Withdrawal,25007.75,ATM
9177,1954,2025-03-31,Withdrawal,12467.98,Online Transfer
9178,550,2023-04-21,Deposit,42075.15,Cash Deposit
9179,630,2024-03-14,Deposit,64127.0,Online Transfer
9180,192,2023-07-14,Deposit,43018.95,Cash Deposit
9181,741,2025-02-02,Withdrawal,10079.52,IMPS
9182,561,2023-12-31,Withdrawal,99859.09,IMPS
9183,1122,2024-04-18,Deposit,29612.69,Cash Deposit
9184,1138,2024-07-20,Withdrawal,33635.83,POS
9185,1194,2024-11-26,Withdrawal,61704.57,Cash Deposit
9186,256,2024-08-23,Deposit,1450.69,ATM
9187,1368,2025-01-10,Deposit,52426.56,ATM
9188,672,2023-10-21,Deposit,47002.63,NEFT
9189,1995,2023-10-25,Withdrawal,40270.78,Cash Deposit
9190,136,2023-08-09,Withdrawal,18476.66,IMPS
9191,1926,2024-03-13,Deposit,6352.02,ATM
9192,1965,2023-10-26,Withdrawal,47129.31,UPI
9193,1528,2024-02-24,Deposit,94713.78,POS
9194,1664,2024-11-16,Withdrawal,59400.45,UPI
9195,1971,2024-03-25,Deposit,94504.0,Online Transfer
9196,704,2025-01-20,Deposit,33925.58,NEFT
9197,185,2023-10-19,Deposit,10183.22,NEFT
9198,1825,2024-03-27,Withdrawal,5746.97,NEFT
9199,965,2023-11-22,Withdrawal,63926.61,POS
9200,475,2023-06-21,Withdrawal,85537.71,IMPS
9201,999,2024-07-02,Deposit,76900.65,UPI
9202,386,2024-01-17,Deposit,59930.54,POS
